Loan_id,LoanAmount,Term,InterestRatePerYear ,Loan_Contract_Type,Process_date,Client_id,Repayment_id
3442,14657,59,14.23062145,CL,19/09/2019,105708,35615
25993,15301,58,10.02947975,CL,19/09/2019,65579,6322
28780,29128,59,9.061097545,CL,19/09/2019,73058,60250
118809,22139,59,9.46768726,CL,19/09/2019,65585,75829
73275,15357,59,11.07196102,CL,19/09/2019,8346,38238
36854,15513,59,21.05513075,CL,19/09/2019,79678,27442
19554,21827,59,13.26416075,CL,19/09/2019,112483,23782
25067,13566,58,8.614181453,CL,19/09/2019,31698,34568
78384,13110,59,6.326935967,CL,19/09/2019,74030,25568
47005,22363,59,11.53705174,CL,19/09/2019,124931,106235
123508,7025,59,6.196537989,CL,19/09/2019,73924,29891
57343,3552,58,12.83240493,CL,19/09/2019,76073,19741
77733,17079,58,9.33203607,CL,19/09/2019,104623,63927
27384,19024,59,5.373992102,CL,19/09/2019,58523,101766
8313,7164,58,11.5192786,RL,19/09/2019,121929,69145
32623,15768,58,10.90411874,CL,19/09/2019,30704,53787
17517,18333,36,13.93651958,CL,19/09/2019,58896,77461
56600,25508,58,9.585489648,CL,19/09/2019,26920,117747
4158,18122,59,8.518744299,CL,19/09/2019,13884,38952
31157,15904,59,6.147411365,CL,19/09/2019,87681,36695
83185,22128,59,8.286910625,CL,19/09/2019,81719,60217
81898,18388,59,11.51260969,CL,19/09/2019,85554,43491
55779,19811,59,14.05122247,CL,19/09/2019,12645,90890
26941,28708,59,9.736478051,CL,19/09/2019,101275,47491
29254,8171,59,7.620939607,CL,19/09/2019,95982,77081
54929,26032,36,13.70042506,CL,19/09/2019,74610,40499
122519,21427,58,9.255779647,CL,19/09/2019,76449,47915
6830,17134,58,17.21001509,,19/09/2019,14030,59348
110565,17287,59,15.59502932,CL,19/09/2019,69692,66276
123053,13651,58,11.73006827,,19/09/2019,47648,61593
9814,15679,58,7.540918068,CL,19/09/2019,52168,7477
2910,16533,58,10.4775761,CL,19/09/2019,60251,79714
59583,20400,59,13.06725949,CL,19/09/2019,35881,20603
46877,32348,59,11.34728147,RL,19/09/2019,28852,26234
70350,27676,59,21.21442239,CL,19/09/2019,55341,122737
123516,15002,58,6.607332519,CL,19/09/2019,84553,96699
79144,5741,59,7.568438698,CL,19/09/2019,100249,16782
99814,18527,59,7.237010589,CL,19/09/2019,2463,95312
35260,18690,59,11.99296761,CL,19/09/2019,22924,39510
55648,29935,59,11.38985988,CL,19/09/2019,25542,23791
102666,22327,59,7.448733593,CL,19/09/2019,115972,45703
3388,14398,59,11.62452595,CL,19/09/2019,2980,2763
102647,28890,59,10.10707242,CL,19/09/2019,125097,15085
53667,13543,59,10.25966576,CL,19/09/2019,46701,54742
110978,12698,59,22.03370652,CL,19/09/2019,108006,43231
91597,7033,58,9.573690772,CL,19/09/2019,19578,3734
124453,11349,59,9.086006858,CL,19/09/2019,59508,28488
105063,21875,58,8.695256416,CL,19/09/2019,56446,25799
116186,24893,59,14.91183825,CL,19/09/2019,48800,52177
53128,15743,59,18.76730986,CL,19/09/2019,129592,50703
41844,16419,58,9.043068027,CL,19/09/2019,114039,35191
86900,19778,58,9.176744764,CL,19/09/2019,66800,52577
41037,15796,59,6.361101828,CL,19/09/2019,106799,23135
27099,15042,59,18.13584809,CL,19/09/2019,47057,120017
51740,13298,59,6.716624679,CL,19/09/2019,61824,126919
104064,25183,58,16.56211924,RL,19/09/2019,68207,108505
56245,10953,58,13.32305619,CL,19/09/2019,125512,104525
95930,8742,59,12.18356843,CL,19/09/2019,93019,27896
26782,10509,59,13.61758678,CL,19/09/2019,87296,63363
44769,11606,36,12.60539342,CL,19/09/2019,76748,23402
108240,9920,59,15.76623929,CL,19/09/2019,85879,55117
19151,7082,59,10.75006309,RL,19/09/2019,63961,23551
660,16352,58,8.523283845,CL,19/09/2019,94760,1077
120348,23192,58,11.53612997,CL,19/09/2019,49608,104473
5262,19569,59,11.62677784,CL,19/09/2019,80520,26016
106485,10170,58,10.64116141,CL,19/09/2019,23328,42685
16917,13777,58,10.8180904,RL,19/09/2019,13560,88600
129128,17835,59,15.86967759,RL,19/09/2019,119121,70264
6095,8545,59,13.17079373,CL,19/09/2019,42917,77200
73869,8250,59,11.64295169,CL,19/09/2019,52954,48721
102300,31181,36,9.693473594,CL,19/09/2019,83112,120863
75217,33819,59,12.7882436,CL,19/09/2019,88574,96507
80983,21411,59,8.842369136,CL,19/09/2019,111570,70554
35192,25159,58,11.3376004,CL,19/09/2019,28662,79404
129826,31635,58,8.968797534,CL,19/09/2019,27177,3774
52613,29644,59,16.32381632,RL,19/09/2019,129585,110985
54451,16539,59,16.43614321,CL,19/09/2019,35759,126182
1378,5940,58,6.207778322,CL,19/09/2019,49475,93971
45909,8068,59,11.36184277,CL,19/09/2019,78904,61760
84817,6664,59,18.89891898,CL,19/09/2019,29619,29378
27267,19646,59,5.933576676,RL,19/09/2019,77512,104597
99732,21594,59,8.540418191,CL,19/09/2019,31631,91826
91347,10900,59,10.56243792,RL,19/09/2019,38913,31195
94644,20856,59,10.83089321,CL,19/09/2019,35366,79046
90390,15040,59,11.05659992,CL,19/09/2019,111817,65226
80106,18862,58,12.12513857,CL,19/09/2019,12259,36929
76278,13481,58,18.53653916,CL,19/09/2019,19790,89474
2649,14784,58,7.962995382,CL,19/09/2019,33260,4529
61050,11890,59,6.413839763,CL,19/09/2019,107079,1615
115561,29772,36,9.539139853,RL,19/09/2019,15174,113875
27959,27306,59,14.37641076,RL,19/09/2019,23620,56459
922,19048,59,5.900949896,RL,19/09/2019,18128,108366
87805,20174,59,19.42161234,CL,19/09/2019,105291,59304
38885,5658,59,6.234034364,CL,19/09/2019,56451,66041
34917,34694,58,17.79390899,CL,19/09/2019,102068,100186
104098,7690,59,18.75530375,CL,19/09/2019,57995,11135
60944,13252,59,11.4645903,CL,19/09/2019,146,15137
77915,15684,58,10.98586998,CL,19/09/2019,18770,129378
96878,22719,59,15.27093914,,19/09/2019,42774,14476
116439,12542,58,14.74664781,CL,19/09/2019,13776,110862
62581,22192,58,9.022663022,CL,19/09/2019,103702,91733
18711,6770,59,10.09593724,CL,19/09/2019,69826,37312
21281,7817,59,5.639932943,CL,19/09/2019,57906,99110
65389,33091,58,9.355531826,CL,19/09/2019,31358,67855
84086,33467,58,9.851461084,RL,19/09/2019,92805,64879
41358,22205,59,9.225837618,CL,19/09/2019,104375,84155
54339,14521,59,12.24876315,CL,19/09/2019,109896,120913
18594,15929,59,12.74958704,CL,19/09/2019,102955,9307
83384,17843,58,14.33932487,CL,19/09/2019,44736,99404
19541,25456,58,15.05603859,CL,19/09/2019,28135,121899
379,20520,59,16.76639758,CL,19/09/2019,55871,61488
123332,22613,59,10.36473725,CL,19/09/2019,8818,38976
31379,9515,59,12.88441888,CL,19/09/2019,86148,29967
34096,30134,58,9.070769216,CL,19/09/2019,120162,40954
16771,30720,59,9.999143591,RL,19/09/2019,117547,36077
125333,16279,59,6.229906527,CL,19/09/2019,112385,55335
53923,18257,59,8.657354018,CL,19/09/2019,19908,73257
75436,22813,59,11.36569122,CL,19/09/2019,45098,68792
49981,7275,59,6.091390519,CL,19/09/2019,43810,8386
115017,9116,59,10.58960602,RL,19/09/2019,22981,57668
8805,21774,59,9.726574424,CL,19/09/2019,68134,78771
98811,16341,59,8.907276047,CL,19/09/2019,23518,127094
121571,9434,58,16.91889911,CL,19/09/2019,109188,61830
68616,12607,59,10.58375047,CL,19/09/2019,1150,23832
76496,10691,59,17.39266868,RL,19/09/2019,44586,46414
48897,22344,59,5.642287481,CL,19/09/2019,84299,59571
11952,8958,59,12.45401095,CL,19/09/2019,103793,68686
127039,8291,58,16.14836538,RL,19/09/2019,35032,82725
104006,31973,59,13.08393663,CL,19/09/2019,103291,112544
54318,15748,58,17.04231318,CL,19/09/2019,93909,52833
121412,8221,59,10.17247945,CL,19/09/2019,127925,67967
79101,29068,59,10.24016256,CL,19/09/2019,128097,6967
32218,19775,59,13.78029823,CL,19/09/2019,26149,63724
47511,28969,59,22.35404477,CL,19/09/2019,95886,22561
90662,22023,59,10.10992784,CL,19/09/2019,125425,57931
47139,7142,58,14.91554066,CL,19/09/2019,120078,17117
87661,17725,59,10.85697003,CL,19/09/2019,60625,73374
24136,30165,58,11.17571156,CL,19/09/2019,115031,94272
80303,17342,58,12.14335705,CL,19/09/2019,37077,42652
108540,22048,59,8.592853166,CL,19/09/2019,69252,49117
58637,21984,59,9.460725836,CL,19/09/2019,12194,86646
6982,8257,58,7.531976892,CL,19/09/2019,80188,49069
121746,9690,59,11.26088988,RL,19/09/2019,10430,63349
60098,29310,58,17.60079102,,19/09/2019,21262,20681
103057,10707,59,16.72614026,CL,19/09/2019,55236,816
53079,17419,58,10.95894831,CL,19/09/2019,126917,112141
88871,8819,59,11.37145196,CL,19/09/2019,112190,101992
5389,18897,59,16.90793766,CL,19/09/2019,16342,60169
26578,19751,59,5.974515312,CL,19/09/2019,2201,111633
120380,31541,59,11.48315293,CL,19/09/2019,53687,100755
40407,9513,59,11.19509539,CL,19/09/2019,47168,76577
109797,31232,59,9.336060141,CL,19/09/2019,8782,50317
78812,16062,36,7.622868506,CL,19/09/2019,75468,17225
3558,22078,59,6.265557653,RL,19/09/2019,663,35201
53963,4494,59,10.49365089,CL,19/09/2019,74740,24655
24640,28734,59,7.299161298,CL,19/09/2019,117904,36427
119434,30496,59,12.48533365,CL,19/09/2019,59599,101893
22553,30748,58,10.98416437,CL,19/09/2019,29479,77105
75752,15936,59,16.3807586,CL,19/09/2019,105096,30604
126295,7830,59,5.495802694,CL,19/09/2019,94421,96303
25632,32068,59,15.71359826,RL,19/09/2019,49058,17644
125558,6145,58,9.28710748,CL,19/09/2019,47795,4880
75885,21522,59,12.07078396,CL,19/09/2019,125451,95404
45906,28107,59,12.1746856,CL,19/09/2019,96114,30488
43420,18929,59,10.53177943,CL,19/09/2019,23241,104167
66264,10028,58,6.128756223,CL,19/09/2019,106258,25715
83649,13120,59,14.08047512,CL,19/09/2019,64874,69487
104642,16411,59,11.08448927,CL,19/09/2019,100136,27119
1066,14620,58,13.28790835,CL,19/09/2019,51774,126618
66314,13175,58,7.927116513,CL,19/09/2019,124301,97352
29459,10077,36,13.36968705,CL,19/09/2019,36127,87400
86614,13109,59,22.11101577,CL,19/09/2019,121855,53646
57062,13867,59,15.48887759,CL,19/09/2019,52648,12229
90318,25556,58,6.488687406,CL,19/09/2019,38803,84508
58861,17732,59,11.43275868,CL,19/09/2019,39916,6932
80063,21742,58,9.983969312,,19/09/2019,95301,56211
6131,13454,58,12.25681519,CL,19/09/2019,16505,128415
99024,8866,59,13.07852348,CL,19/09/2019,63771,11335
128476,18136,59,10.95856752,RL,19/09/2019,51960,76982
71366,16833,58,18.4242149,,19/09/2019,111305,17238
52057,14804,59,5.440981664,CL,19/09/2019,114340,47675
30684,22498,59,5.944593367,CL,19/09/2019,17379,59961
53504,15805,59,10.24978997,CL,19/09/2019,65992,58990
28126,13274,59,5.326042568,CL,19/09/2019,104578,11333
101481,15450,59,17.57084113,CL,19/09/2019,7443,11676
60313,32526,59,12.09804871,CL,19/09/2019,67768,58602
88479,10571,59,13.97519092,CL,19/09/2019,89581,1454
48924,16774,59,9.744776293,CL,19/09/2019,47417,2913
57844,27901,58,10.01112192,CL,19/09/2019,30231,61821
8872,21378,58,17.7477911,CL,19/09/2019,14343,100590
23134,8492,59,14.13571891,CL,19/09/2019,79924,122310
5376,11978,58,15.85173697,CL,19/09/2019,105654,69229
22229,22479,59,8.904781592,CL,19/09/2019,29495,65335
96037,30332,59,9.844129338,CL,19/09/2019,98183,58469
6710,30071,59,11.26717564,CL,19/09/2019,87554,101017
38944,32885,58,12.92881504,CL,19/09/2019,83683,11388
46235,14637,58,7.116339492,RL,19/09/2019,74603,107221
111855,18015,58,5.43928175,CL,19/09/2019,83191,109437
109852,13941,59,14.87881927,CL,19/09/2019,110103,2735
26724,6837,59,10.23872738,CL,19/09/2019,57026,76234
34789,23847,58,9.857361492,CL,19/09/2019,91205,8819
7522,15612,58,12.29341972,CL,19/09/2019,55470,120025
81582,11112,59,9.855025122,CL,19/09/2019,53922,105387
12282,17327,59,14.23425209,CL,19/09/2019,129138,19209
71618,15601,58,5.626039821,CL,19/09/2019,2034,63262
2512,32702,59,14.41815136,CL,19/09/2019,37286,37607
66391,17161,58,10.8193407,CL,19/09/2019,32818,93619
129582,20316,59,14.42469301,CL,19/09/2019,46695,101617
104939,16371,59,7.45471183,CL,19/09/2019,121598,68555
107772,25320,58,5.398166536,RL,19/09/2019,44039,45907
31162,15370,59,17.44427506,CL,19/09/2019,102733,60096
92380,21795,58,10.62190446,CL,19/09/2019,85600,79091
99167,15996,59,8.307969956,CL,19/09/2019,10833,46411
10151,28993,59,6.95028177,CL,19/09/2019,81553,67431
53987,23391,58,11.96852302,CL,19/09/2019,24745,50612
95848,7680,58,5.518397235,CL,19/09/2019,58871,53195
69402,17856,59,16.67732857,CL,19/09/2019,68900,30909
126541,29781,59,9.15306716,CL,19/09/2019,31952,123003
15226,22873,58,16.70236914,CL,19/09/2019,98758,111107
18407,21903,59,11.57183061,CL,19/09/2019,59963,72097
74443,18124,59,13.01880401,CL,19/09/2019,38236,17406
37550,26671,58,13.35368176,CL,19/09/2019,43811,98591
120730,23594,59,21.19357342,CL,19/09/2019,58215,4212
27840,32770,59,8.614391587,CL,19/09/2019,88293,73369
6988,31021,59,9.870342292,CL,19/09/2019,37225,5580
25815,15746,59,11.77587592,CL,19/09/2019,43935,115177
77166,9002,59,8.924546495,CL,19/09/2019,48899,40971
58647,29793,59,14.67126265,CL,19/09/2019,99082,48643
88050,17210,58,10.77991379,CL,19/09/2019,75859,8693
33403,21148,59,14.0160814,CL,19/09/2019,85109,65831
5278,24626,59,5.385235052,CL,19/09/2019,118135,30180
69896,12069,59,5.42011154,CL,19/09/2019,89169,57017
84573,20431,58,8.614229299,CL,19/09/2019,4988,59653
56484,20983,59,14.25522303,CL,19/09/2019,81441,112703
78393,30655,58,11.2917209,RL,19/09/2019,37707,28950
118828,6558,59,13.61249876,CL,19/09/2019,94317,71462
53377,25736,59,9.26517302,CL,19/09/2019,42242,116640
127153,14489,58,12.05167705,CL,19/09/2019,8085,40913
10717,28267,59,5.437603529,CL,19/09/2019,42926,49271
102513,19684,59,19.16065091,CL,19/09/2019,114663,70858
96693,28678,59,20.27555743,,19/09/2019,63597,39314
111215,21494,59,13.04285266,CL,19/09/2019,78220,40366
79128,22444,58,15.66775232,CL,19/09/2019,2902,64810
98406,25107,59,8.519408323,CL,19/09/2019,71673,26982
66708,4521,59,15.63502663,CL,19/09/2019,128042,60602
83728,21617,59,13.55582503,RL,19/09/2019,53847,114883
15310,26893,59,16.97717481,CL,19/09/2019,42369,41753
21765,8078,59,9.813950667,CL,19/09/2019,110474,92671
21874,8902,59,10.80200866,CL,19/09/2019,17284,61537
104396,4420,59,11.62213679,CL,19/09/2019,69457,13522
87599,6809,59,13.83201349,CL,19/09/2019,83974,89369
24205,11332,59,13.3156504,CL,19/09/2019,107761,42672
115411,2809,59,10.78751118,CL,19/09/2019,37834,8617
19448,19380,59,18.26338406,RL,19/09/2019,25904,29550
108654,17016,58,9.259455864,CL,19/09/2019,73190,53102
117058,1982,58,9.46759868,CL,19/09/2019,70160,14976
101747,26220,59,7.588931379,CL,19/09/2019,126642,60909
91863,15460,58,8.336037422,CL,19/09/2019,76228,39546
109821,20588,58,16.64067353,CL,19/09/2019,18983,107689
69174,19277,58,8.660540299,CL,19/09/2019,42803,46244
109710,17688,59,12.17153812,RL,19/09/2019,65527,107946
33171,4643,58,9.954138198,CL,19/09/2019,5441,31803
25918,17099,58,8.680349816,CL,19/09/2019,18473,116224
70562,14934,59,8.948651803,CL,19/09/2019,98337,7674
71670,14063,58,8.583280081,CL,19/09/2019,68782,90653
1171,5386,59,11.25974702,CL,19/09/2019,98247,129032
70736,28724,58,10.85250203,CL,19/09/2019,67119,44310
68578,13300,58,6.002617266,CL,19/09/2019,91319,122449
1280,29882,58,8.49313637,RL,19/09/2019,111275,16491
65696,32336,58,15.07619638,CL,19/09/2019,60787,22514
14500,4448,59,15.02772509,CL,19/09/2019,65894,94301
56636,2651,59,10.28589779,CL,19/09/2019,67702,103887
94756,12696,58,10.20624899,RL,19/09/2019,55982,105659
70209,22105,59,16.49293897,CL,19/09/2019,38230,112549
1706,10617,58,10.28045757,CL,19/09/2019,48253,116377
73760,20578,58,15.12364269,CL,19/09/2019,89431,55605
29931,17093,59,6.38008655,CL,19/09/2019,117314,44493
49282,14272,58,11.05792118,CL,19/09/2019,14155,1870
25625,24214,59,8.751947725,CL,19/09/2019,123078,89917
106000,22718,59,13.43232527,CL,19/09/2019,50137,42346
83089,4754,58,11.39763681,CL,19/09/2019,41799,37679
10212,5869,58,13.92741043,CL,19/09/2019,47037,72444
87532,20453,59,15.20682103,CL,19/09/2019,115397,49547
46724,27752,59,18.24708746,CL,19/09/2019,35221,6660
96079,11188,59,15.93778184,CL,19/09/2019,52892,95240
45692,14000,36,10.37828282,CL,19/09/2019,90041,12300
74195,18106,58,11.88428276,CL,19/09/2019,26751,69473
88924,31541,59,16.0178481,CL,19/09/2019,66071,54531
97356,13535,59,11.04223739,CL,19/09/2019,33552,65429
64192,15319,59,24.29816228,CL,19/09/2019,107354,97817
42480,18350,58,17.56668775,CL,19/09/2019,83598,100256
28398,13639,59,15.13052349,CL,19/09/2019,117725,84733
40599,20683,59,10.12517354,CL,19/09/2019,34210,90809
37088,21955,59,9.858307257,CL,19/09/2019,129245,88573
52989,15731,58,10.44464062,CL,19/09/2019,16810,60347
65622,21881,59,9.345672327,CL,19/09/2019,88356,83083
60358,27895,59,11.08313356,CL,19/09/2019,3875,98510
127369,22292,59,8.44894408,CL,19/09/2019,4749,126757
95013,8288,58,11.28870258,CL,19/09/2019,9559,14195
4185,9135,58,13.67898515,CL,19/09/2019,112110,113234
47352,21467,59,19.12365009,CL,19/09/2019,114915,6861
57847,16854,58,9.839000123,,19/09/2019,66011,33620
48636,23150,58,18.74227383,CL,19/09/2019,60450,101120
55907,8161,59,9.846484297,CL,19/09/2019,129469,94326
78677,14365,59,10.56904515,CL,19/09/2019,62153,10128
95555,15378,59,10.91155156,CL,19/09/2019,39499,129466
38973,30750,59,7.070999717,CL,19/09/2019,19091,1674
43425,27842,59,11.65557329,RL,19/09/2019,48260,124269
24720,15069,59,16.14624537,CL,19/09/2019,96830,69898
69680,7231,58,9.757903985,CL,19/09/2019,126561,53972
22078,7593,59,11.22058455,CL,19/09/2019,69098,119425
9736,13044,59,16.10971899,CL,19/09/2019,89178,58876
30882,6135,59,10.17797415,CL,19/09/2019,48501,75393
