Loan_id,accm_txn_complete_time
65414,5/19/2022 0:00
73478,5/20/2022 0:00
59871,5/21/2022 0:00
2838,5/16/2022 0:00
30137,5/17/2022 0:00
116780,5/18/2022 0:00
122395,5/19/2022 0:00
122353,5/20/2022 0:00
58556,5/21/2022 0:00
65443,5/16/2022 0:00
20765,5/17/2022 0:00
60739,5/18/2022 0:00
85340,5/19/2022 0:00
66955,5/20/2022 0:00
60101,5/21/2022 0:00
30395,5/16/2022 0:00
115772,5/17/2022 0:00
83400,5/18/2022 0:00
95149,5/19/2022 0:00
61765,5/20/2022 0:00
13032,5/21/2022 0:00
129655,5/16/2022 0:00
8284,5/17/2022 0:00
9083,5/18/2022 0:00
45808,5/19/2022 0:00
62785,5/20/2022 0:00
102664,5/21/2022 0:00
41507,5/16/2022 0:00
125104,5/17/2022 0:00
3442,5/18/2022 0:00
25993,5/19/2022 0:00
28780,5/20/2022 0:00
118809,5/21/2022 0:00
73275,5/16/2022 0:00
36854,5/17/2022 0:00
19554,5/18/2022 0:00
25067,5/19/2022 0:00
78384,5/20/2022 0:00
47005,5/21/2022 0:00
123508,5/16/2022 0:00
57343,5/17/2022 0:00
77733,5/18/2022 0:00
27384,5/19/2022 0:00
8313,5/20/2022 0:00
32623,5/21/2022 0:00
17517,5/16/2022 0:00
56600,5/17/2022 0:00
4158,5/18/2022 0:00
31157,5/19/2022 0:00
83185,5/20/2022 0:00
81898,5/21/2022 0:00
55779,5/16/2022 0:00
26941,5/17/2022 0:00
29254,5/18/2022 0:00
54929,5/19/2022 0:00
122519,5/20/2022 0:00
6830,5/21/2022 0:00
110565,5/16/2022 0:00
123053,5/17/2022 0:00
9814,5/18/2022 0:00
2910,5/19/2022 0:00
59583,5/20/2022 0:00
46877,5/21/2022 0:00
70350,5/16/2022 0:00
123516,5/17/2022 0:00
79144,5/18/2022 0:00
99814,5/19/2022 0:00
35260,5/20/2022 0:00
55648,5/21/2022 0:00
102666,5/16/2022 0:00
3388,5/17/2022 0:00
102647,5/18/2022 0:00
53667,5/19/2022 0:00
110978,5/20/2022 0:00
91597,5/21/2022 0:00
124453,5/16/2022 0:00
105063,5/17/2022 0:00
116186,5/18/2022 0:00
53128,5/19/2022 0:00
41844,5/20/2022 0:00
86900,5/21/2022 0:00
41037,5/16/2022 0:00
27099,5/17/2022 0:00
51740,5/18/2022 0:00
104064,5/19/2022 0:00
56245,5/20/2022 0:00
95930,5/21/2022 0:00
26782,5/16/2022 0:00
44769,5/17/2022 0:00
108240,5/18/2022 0:00
19151,5/19/2022 0:00
660,5/20/2022 0:00
120348,5/21/2022 0:00
5262,5/16/2022 0:00
106485,5/17/2022 0:00
16917,5/18/2022 0:00
129128,5/19/2022 0:00
6095,5/20/2022 0:00
73869,5/21/2022 0:00
102300,5/16/2022 0:00
75217,5/17/2022 0:00
80983,5/18/2022 0:00
35192,5/19/2022 0:00
129826,5/20/2022 0:00
52613,5/21/2022 0:00
54451,5/16/2022 0:00
1378,5/17/2022 0:00
45909,5/18/2022 0:00
84817,5/19/2022 0:00
27267,5/20/2022 0:00
99732,5/21/2022 0:00
91347,5/16/2022 0:00
94644,5/17/2022 0:00
90390,5/18/2022 0:00
80106,5/19/2022 0:00
76278,5/20/2022 0:00
2649,5/21/2022 0:00
61050,5/16/2022 0:00
115561,5/17/2022 0:00
27959,5/18/2022 0:00
922,5/19/2022 0:00
87805,5/20/2022 0:00
38885,5/21/2022 0:00
34917,5/16/2022 0:00
104098,5/17/2022 0:00
60944,5/18/2022 0:00
77915,5/19/2022 0:00
96878,5/20/2022 0:00
116439,5/21/2022 0:00
62581,5/16/2022 0:00
18711,5/17/2022 0:00
21281,5/18/2022 0:00
65389,5/19/2022 0:00
84086,5/20/2022 0:00
41358,5/21/2022 0:00
54339,5/16/2022 0:00
18594,5/17/2022 0:00
83384,5/18/2022 0:00
19541,5/19/2022 0:00
379,5/20/2022 0:00
123332,5/21/2022 0:00
31379,5/16/2022 0:00
34096,5/17/2022 0:00
16771,5/18/2022 0:00
125333,5/19/2022 0:00
53923,5/20/2022 0:00
75436,5/21/2022 0:00
49981,5/16/2022 0:00
115017,5/17/2022 0:00
8805,5/18/2022 0:00
98811,5/19/2022 0:00
121571,5/20/2022 0:00
68616,5/21/2022 0:00
76496,5/16/2022 0:00
48897,5/17/2022 0:00
11952,5/18/2022 0:00
127039,5/19/2022 0:00
104006,5/20/2022 0:00
54318,5/21/2022 0:00
121412,5/16/2022 0:00
79101,5/17/2022 0:00
32218,5/18/2022 0:00
47511,5/19/2022 0:00
90662,5/20/2022 0:00
47139,5/21/2022 0:00
87661,5/16/2022 0:00
24136,5/17/2022 0:00
80303,5/18/2022 0:00
108540,5/19/2022 0:00
58637,5/20/2022 0:00
6982,5/21/2022 0:00
121746,5/16/2022 0:00
60098,5/17/2022 0:00
103057,5/18/2022 0:00
53079,5/19/2022 0:00
88871,5/20/2022 0:00
5389,5/21/2022 0:00
26578,5/16/2022 0:00
120380,5/17/2022 0:00
40407,5/18/2022 0:00
109797,5/19/2022 0:00
78812,5/20/2022 0:00
3558,5/21/2022 0:00
53963,5/16/2022 0:00
24640,5/17/2022 0:00
119434,5/18/2022 0:00
22553,5/19/2022 0:00
75752,5/20/2022 0:00
126295,5/21/2022 0:00
25632,5/16/2022 0:00
125558,5/17/2022 0:00
75885,5/18/2022 0:00
45906,5/19/2022 0:00
43420,5/20/2022 0:00
66264,5/21/2022 0:00
83649,5/16/2022 0:00
104642,5/17/2022 0:00
1066,5/18/2022 0:00
66314,5/19/2022 0:00
29459,5/20/2022 0:00
86614,5/21/2022 0:00
57062,5/16/2022 0:00
90318,5/17/2022 0:00
58861,5/18/2022 0:00
80063,5/19/2022 0:00
6131,5/20/2022 0:00
99024,5/21/2022 0:00
128476,5/16/2022 0:00
71366,5/17/2022 0:00
52057,5/18/2022 0:00
30684,5/19/2022 0:00
53504,5/20/2022 0:00
28126,5/21/2022 0:00
101481,5/16/2022 0:00
60313,5/17/2022 0:00
88479,5/18/2022 0:00
48924,5/19/2022 0:00
57844,5/20/2022 0:00
8872,5/21/2022 0:00
23134,5/16/2022 0:00
5376,5/17/2022 0:00
22229,5/18/2022 0:00
96037,5/19/2022 0:00
6710,5/20/2022 0:00
38944,5/21/2022 0:00
46235,5/16/2022 0:00
111855,5/17/2022 0:00
109852,5/18/2022 0:00
26724,5/19/2022 0:00
34789,5/20/2022 0:00
7522,5/21/2022 0:00
81582,5/16/2022 0:00
12282,5/17/2022 0:00
71618,5/18/2022 0:00
2512,5/19/2022 0:00
66391,5/20/2022 0:00
129582,5/21/2022 0:00
104939,5/16/2022 0:00
107772,5/17/2022 0:00
31162,5/18/2022 0:00
92380,5/19/2022 0:00
99167,5/20/2022 0:00
10151,5/21/2022 0:00
53987,5/16/2022 0:00
95848,5/17/2022 0:00
69402,5/18/2022 0:00
126541,5/19/2022 0:00
15226,5/20/2022 0:00
18407,5/21/2022 0:00
74443,5/16/2022 0:00
37550,5/17/2022 0:00
120730,5/18/2022 0:00
27840,5/19/2022 0:00
6988,5/20/2022 0:00
25815,5/21/2022 0:00
77166,5/16/2022 0:00
58647,5/17/2022 0:00
88050,5/18/2022 0:00
33403,5/19/2022 0:00
5278,5/20/2022 0:00
69896,5/21/2022 0:00
84573,5/16/2022 0:00
56484,5/17/2022 0:00
78393,5/18/2022 0:00
118828,5/19/2022 0:00
53377,5/20/2022 0:00
127153,5/21/2022 0:00
10717,5/16/2022 0:00
102513,5/17/2022 0:00
96693,5/18/2022 0:00
111215,5/19/2022 0:00
79128,5/20/2022 0:00
98406,5/21/2022 0:00
66708,5/16/2022 0:00
83728,5/17/2022 0:00
15310,5/18/2022 0:00
21765,5/19/2022 0:00
21874,5/20/2022 0:00
104396,5/21/2022 0:00
87599,5/16/2022 0:00
24205,5/17/2022 0:00
115411,5/18/2022 0:00
19448,5/19/2022 0:00
108654,5/20/2022 0:00
117058,5/21/2022 0:00
101747,5/16/2022 0:00
91863,5/17/2022 0:00
109821,5/18/2022 0:00
69174,5/19/2022 0:00
109710,5/20/2022 0:00
33171,5/21/2022 0:00
25918,5/16/2022 0:00
70562,5/17/2022 0:00
71670,5/18/2022 0:00
1171,5/19/2022 0:00
70736,5/20/2022 0:00
68578,5/21/2022 0:00
1280,5/16/2022 0:00
65696,5/17/2022 0:00
14500,5/18/2022 0:00
56636,5/19/2022 0:00
94756,5/20/2022 0:00
70209,5/21/2022 0:00
1706,5/16/2022 0:00
73760,5/17/2022 0:00
29931,5/18/2022 0:00
49282,5/19/2022 0:00
25625,5/20/2022 0:00
106000,5/21/2022 0:00
83089,5/16/2022 0:00
10212,5/17/2022 0:00
87532,5/18/2022 0:00
46724,5/19/2022 0:00
96079,5/20/2022 0:00
45692,5/21/2022 0:00
74195,5/16/2022 0:00
88924,5/17/2022 0:00
97356,5/18/2022 0:00
64192,5/19/2022 0:00
42480,5/20/2022 0:00
28398,5/21/2022 0:00
40599,5/16/2022 0:00
37088,5/17/2022 0:00
52989,5/18/2022 0:00
65622,5/19/2022 0:00
60358,5/20/2022 0:00
127369,5/21/2022 0:00
95013,5/16/2022 0:00
4185,5/17/2022 0:00
47352,5/18/2022 0:00
57847,5/19/2022 0:00
48636,5/20/2022 0:00
55907,5/21/2022 0:00
78677,5/16/2022 0:00
95555,5/17/2022 0:00
38973,5/18/2022 0:00
43425,5/19/2022 0:00
24720,5/20/2022 0:00
69680,5/21/2022 0:00
22078,5/16/2022 0:00
9736,5/17/2022 0:00
30882,5/18/2022 0:00
27353,5/19/2022 0:00
53670,5/20/2022 0:00
84003,5/21/2022 0:00
76105,5/16/2022 0:00
36715,5/17/2022 0:00
93226,5/18/2022 0:00
4277,5/19/2022 0:00
71614,5/20/2022 0:00
65083,5/21/2022 0:00
85947,5/16/2022 0:00
125530,5/17/2022 0:00
11491,5/18/2022 0:00
49832,5/19/2022 0:00
13300,5/20/2022 0:00
73253,5/21/2022 0:00
20566,5/16/2022 0:00
61358,5/17/2022 0:00
83774,5/18/2022 0:00
43839,5/19/2022 0:00
89687,5/20/2022 0:00
34653,5/21/2022 0:00
49171,5/16/2022 0:00
70963,5/17/2022 0:00
108225,5/18/2022 0:00
128489,5/19/2022 0:00
24105,5/20/2022 0:00
57169,5/21/2022 0:00
20278,5/16/2022 0:00
38189,5/17/2022 0:00
23515,5/18/2022 0:00
68205,5/19/2022 0:00
121035,5/20/2022 0:00
124238,5/21/2022 0:00
32120,5/16/2022 0:00
49553,5/17/2022 0:00
8542,5/18/2022 0:00
78163,5/19/2022 0:00
39849,5/20/2022 0:00
22296,5/21/2022 0:00
128056,5/16/2022 0:00
89398,5/17/2022 0:00
46261,5/18/2022 0:00
41822,5/19/2022 0:00
17523,5/20/2022 0:00
4599,5/21/2022 0:00
93790,5/16/2022 0:00
113828,5/17/2022 0:00
83556,5/18/2022 0:00
43554,5/19/2022 0:00
25987,5/20/2022 0:00
21409,5/21/2022 0:00
14937,5/16/2022 0:00
100427,5/17/2022 0:00
49953,5/18/2022 0:00
92605,5/19/2022 0:00
99645,5/20/2022 0:00
112562,5/21/2022 0:00
45845,5/16/2022 0:00
48210,5/17/2022 0:00
52618,5/18/2022 0:00
70137,5/19/2022 0:00
8932,5/20/2022 0:00
10864,5/21/2022 0:00
26765,5/16/2022 0:00
107542,5/17/2022 0:00
95235,5/18/2022 0:00
59773,5/19/2022 0:00
29291,5/20/2022 0:00
64974,5/21/2022 0:00
50565,5/16/2022 0:00
48468,5/17/2022 0:00
102441,5/18/2022 0:00
80677,5/19/2022 0:00
52312,5/20/2022 0:00
100934,5/21/2022 0:00
54856,5/16/2022 0:00
30094,5/17/2022 0:00
35942,5/18/2022 0:00
125966,5/19/2022 0:00
83222,5/20/2022 0:00
99436,5/21/2022 0:00
21697,5/16/2022 0:00
39148,5/17/2022 0:00
11423,5/18/2022 0:00
8332,5/19/2022 0:00
28704,5/20/2022 0:00
126326,5/21/2022 0:00
122783,5/16/2022 0:00
91474,5/17/2022 0:00
80684,5/18/2022 0:00
24850,5/19/2022 0:00
103755,5/20/2022 0:00
58289,5/21/2022 0:00
129212,5/16/2022 0:00
23039,5/17/2022 0:00
75882,5/18/2022 0:00
20955,5/19/2022 0:00
67410,5/20/2022 0:00
48302,5/21/2022 0:00
774,5/16/2022 0:00
42690,5/17/2022 0:00
55945,5/18/2022 0:00
66190,5/19/2022 0:00
85368,5/20/2022 0:00
66985,5/21/2022 0:00
33047,5/16/2022 0:00
77101,5/17/2022 0:00
38712,5/18/2022 0:00
19059,5/19/2022 0:00
56595,5/20/2022 0:00
120281,5/21/2022 0:00
64825,5/16/2022 0:00
108250,5/17/2022 0:00
79069,5/18/2022 0:00
105058,5/19/2022 0:00
66562,5/20/2022 0:00
106621,5/21/2022 0:00
123550,5/16/2022 0:00
21683,5/17/2022 0:00
73703,5/18/2022 0:00
5889,5/19/2022 0:00
122034,5/20/2022 0:00
102901,5/21/2022 0:00
8298,5/16/2022 0:00
28051,5/17/2022 0:00
47047,5/18/2022 0:00
36668,5/19/2022 0:00
73945,5/20/2022 0:00
126846,5/21/2022 0:00
25636,5/16/2022 0:00
88715,5/17/2022 0:00
33916,5/18/2022 0:00
60152,5/19/2022 0:00
15806,5/20/2022 0:00
14378,5/21/2022 0:00
41598,5/16/2022 0:00
75784,5/17/2022 0:00
108301,5/18/2022 0:00
12815,5/19/2022 0:00
29176,5/20/2022 0:00
24391,5/21/2022 0:00
64428,5/16/2022 0:00
84149,5/17/2022 0:00
10105,5/18/2022 0:00
89646,5/19/2022 0:00
111929,5/20/2022 0:00
6400,5/21/2022 0:00
115819,5/16/2022 0:00
60208,5/17/2022 0:00
83960,5/18/2022 0:00
99131,5/19/2022 0:00
40196,5/20/2022 0:00
19187,5/21/2022 0:00
125453,5/16/2022 0:00
68747,5/17/2022 0:00
81051,5/18/2022 0:00
111634,5/19/2022 0:00
97133,5/20/2022 0:00
58517,5/21/2022 0:00
34328,5/16/2022 0:00
46422,5/17/2022 0:00
14080,5/18/2022 0:00
13013,5/19/2022 0:00
10955,5/20/2022 0:00
98804,5/21/2022 0:00
37774,5/16/2022 0:00
70462,5/17/2022 0:00
68823,5/18/2022 0:00
14778,5/19/2022 0:00
83239,5/20/2022 0:00
92054,5/21/2022 0:00
18503,5/16/2022 0:00
51544,5/17/2022 0:00
64552,5/18/2022 0:00
123721,5/19/2022 0:00
105926,5/20/2022 0:00
36554,5/21/2022 0:00
82013,5/16/2022 0:00
40576,5/17/2022 0:00
40710,5/18/2022 0:00
122994,5/19/2022 0:00
124595,5/20/2022 0:00
117656,5/21/2022 0:00
21052,5/16/2022 0:00
102797,5/17/2022 0:00
10237,5/18/2022 0:00
61592,5/19/2022 0:00
90982,5/20/2022 0:00
91144,5/21/2022 0:00
69950,5/16/2022 0:00
35143,5/17/2022 0:00
45363,5/18/2022 0:00
54567,5/19/2022 0:00
127550,5/20/2022 0:00
26743,5/21/2022 0:00
96896,5/16/2022 0:00
113669,5/17/2022 0:00
118959,5/18/2022 0:00
66957,5/19/2022 0:00
42985,5/20/2022 0:00
85805,5/21/2022 0:00
30971,5/16/2022 0:00
43903,5/17/2022 0:00
81970,5/18/2022 0:00
103297,5/19/2022 0:00
128741,5/20/2022 0:00
60134,5/21/2022 0:00
39259,5/16/2022 0:00
80454,5/17/2022 0:00
68434,5/18/2022 0:00
36589,5/19/2022 0:00
3342,5/20/2022 0:00
46512,5/21/2022 0:00
81023,5/16/2022 0:00
53916,5/17/2022 0:00
122044,5/18/2022 0:00
28105,5/19/2022 0:00
48130,5/20/2022 0:00
19153,5/21/2022 0:00
129748,5/16/2022 0:00
39931,5/17/2022 0:00
37476,5/18/2022 0:00
68443,5/19/2022 0:00
117756,5/20/2022 0:00
70972,5/21/2022 0:00
109276,5/16/2022 0:00
50360,5/17/2022 0:00
30378,5/18/2022 0:00
84717,5/19/2022 0:00
73930,5/20/2022 0:00
36517,5/21/2022 0:00
2084,5/16/2022 0:00
58595,5/17/2022 0:00
107684,5/18/2022 0:00
75940,5/19/2022 0:00
73572,5/20/2022 0:00
34730,5/21/2022 0:00
98157,5/16/2022 0:00
92436,5/17/2022 0:00
102713,5/18/2022 0:00
99911,5/19/2022 0:00
24275,5/20/2022 0:00
75935,5/21/2022 0:00
129349,5/16/2022 0:00
512,5/17/2022 0:00
63833,5/18/2022 0:00
129845,5/19/2022 0:00
39674,5/20/2022 0:00
5446,5/21/2022 0:00
79751,5/16/2022 0:00
91998,5/17/2022 0:00
126868,5/18/2022 0:00
4982,5/19/2022 0:00
121334,5/20/2022 0:00
16306,5/21/2022 0:00
125832,5/16/2022 0:00
27115,5/17/2022 0:00
122135,5/18/2022 0:00
34840,5/19/2022 0:00
83216,5/20/2022 0:00
78791,5/21/2022 0:00
70450,5/16/2022 0:00
111963,5/17/2022 0:00
74645,5/18/2022 0:00
16573,5/19/2022 0:00
94837,5/20/2022 0:00
94666,5/21/2022 0:00
95904,5/16/2022 0:00
127305,5/17/2022 0:00
23330,5/18/2022 0:00
16535,5/19/2022 0:00
85376,5/20/2022 0:00
16246,5/21/2022 0:00
65794,5/16/2022 0:00
11682,5/17/2022 0:00
30584,5/18/2022 0:00
61572,5/19/2022 0:00
123060,5/20/2022 0:00
88510,5/21/2022 0:00
35846,5/16/2022 0:00
90893,5/17/2022 0:00
91595,5/18/2022 0:00
9901,5/19/2022 0:00
20184,5/20/2022 0:00
67132,5/21/2022 0:00
73088,5/16/2022 0:00
18393,5/17/2022 0:00
61905,5/18/2022 0:00
65283,5/19/2022 0:00
94507,5/20/2022 0:00
27768,5/21/2022 0:00
42230,5/16/2022 0:00
29315,5/17/2022 0:00
54218,5/18/2022 0:00
76041,5/19/2022 0:00
8370,5/20/2022 0:00
67347,5/21/2022 0:00
110194,5/16/2022 0:00
42878,5/17/2022 0:00
56576,5/18/2022 0:00
24661,5/19/2022 0:00
129500,5/20/2022 0:00
77818,5/21/2022 0:00
110717,5/16/2022 0:00
128597,5/17/2022 0:00
94933,5/18/2022 0:00
61366,5/19/2022 0:00
68013,5/20/2022 0:00
72124,5/21/2022 0:00
115,5/16/2022 0:00
349,5/17/2022 0:00
43600,5/18/2022 0:00
44092,5/19/2022 0:00
52063,5/20/2022 0:00
31723,5/21/2022 0:00
81753,5/16/2022 0:00
7623,5/17/2022 0:00
2746,5/18/2022 0:00
771,5/19/2022 0:00
65399,5/20/2022 0:00
91299,5/21/2022 0:00
11983,5/16/2022 0:00
88590,5/17/2022 0:00
62286,5/18/2022 0:00
114926,5/19/2022 0:00
118604,5/20/2022 0:00
90731,5/21/2022 0:00
84547,5/16/2022 0:00
30015,5/17/2022 0:00
83281,5/18/2022 0:00
57457,5/19/2022 0:00
13261,5/20/2022 0:00
95344,5/21/2022 0:00
85517,5/16/2022 0:00
97035,5/17/2022 0:00
70621,5/18/2022 0:00
75214,5/19/2022 0:00
21653,5/20/2022 0:00
104563,5/21/2022 0:00
74837,5/16/2022 0:00
129370,5/17/2022 0:00
112070,5/18/2022 0:00
112583,5/19/2022 0:00
105279,5/20/2022 0:00
74663,5/21/2022 0:00
11551,5/16/2022 0:00
82279,5/17/2022 0:00
110875,5/18/2022 0:00
70868,5/19/2022 0:00
56370,5/20/2022 0:00
29775,5/21/2022 0:00
43814,5/16/2022 0:00
104108,5/17/2022 0:00
265,5/18/2022 0:00
127884,5/19/2022 0:00
115121,5/20/2022 0:00
115694,5/21/2022 0:00
15656,5/16/2022 0:00
66079,5/17/2022 0:00
4226,5/18/2022 0:00
32725,5/19/2022 0:00
117802,5/20/2022 0:00
99953,5/21/2022 0:00
24966,5/16/2022 0:00
113102,5/17/2022 0:00
110428,5/18/2022 0:00
74307,5/19/2022 0:00
73335,5/20/2022 0:00
49583,5/21/2022 0:00
117126,5/16/2022 0:00
93120,5/17/2022 0:00
72828,5/18/2022 0:00
51935,5/19/2022 0:00
118997,5/20/2022 0:00
10310,5/21/2022 0:00
128780,5/16/2022 0:00
57422,5/17/2022 0:00
98847,5/18/2022 0:00
59138,5/19/2022 0:00
57240,5/20/2022 0:00
10221,5/21/2022 0:00
120541,5/16/2022 0:00
121562,5/17/2022 0:00
44875,5/18/2022 0:00
129527,5/19/2022 0:00
33485,5/20/2022 0:00
128745,5/21/2022 0:00
20325,5/16/2022 0:00
12665,5/17/2022 0:00
93453,5/18/2022 0:00
42650,5/19/2022 0:00
113645,5/20/2022 0:00
116786,5/21/2022 0:00
25502,5/16/2022 0:00
84644,5/17/2022 0:00
29376,5/18/2022 0:00
77217,5/19/2022 0:00
32390,5/20/2022 0:00
46444,5/21/2022 0:00
31534,5/16/2022 0:00
79614,5/17/2022 0:00
11836,5/18/2022 0:00
93986,5/19/2022 0:00
45316,5/20/2022 0:00
93182,5/21/2022 0:00
52159,5/16/2022 0:00
14946,5/17/2022 0:00
50388,5/18/2022 0:00
72766,5/19/2022 0:00
11155,5/20/2022 0:00
89952,5/21/2022 0:00
97610,5/16/2022 0:00
117050,5/17/2022 0:00
3250,5/18/2022 0:00
86074,5/19/2022 0:00
106135,5/20/2022 0:00
38162,5/21/2022 0:00
46327,5/16/2022 0:00
19518,5/17/2022 0:00
100908,5/18/2022 0:00
105457,5/19/2022 0:00
61969,5/20/2022 0:00
54857,5/21/2022 0:00
82963,5/16/2022 0:00
45969,5/17/2022 0:00
7376,5/18/2022 0:00
43277,5/19/2022 0:00
22636,5/20/2022 0:00
100844,5/21/2022 0:00
113712,5/16/2022 0:00
65455,5/17/2022 0:00
70875,5/18/2022 0:00
44646,5/19/2022 0:00
48411,5/20/2022 0:00
10470,5/21/2022 0:00
55381,5/16/2022 0:00
25618,5/17/2022 0:00
107029,5/18/2022 0:00
93062,5/19/2022 0:00
67661,5/20/2022 0:00
122867,5/21/2022 0:00
25370,5/16/2022 0:00
76157,5/17/2022 0:00
67183,5/18/2022 0:00
59313,5/19/2022 0:00
1767,5/20/2022 0:00
116931,5/21/2022 0:00
52523,5/16/2022 0:00
35779,5/17/2022 0:00
106782,5/18/2022 0:00
58535,5/19/2022 0:00
13259,5/20/2022 0:00
11177,5/21/2022 0:00
73426,5/16/2022 0:00
108137,5/17/2022 0:00
101045,5/18/2022 0:00
77139,5/19/2022 0:00
62680,5/20/2022 0:00
728,5/21/2022 0:00
54296,5/16/2022 0:00
37164,5/17/2022 0:00
42238,5/18/2022 0:00
42434,5/19/2022 0:00
38491,5/20/2022 0:00
105955,5/21/2022 0:00
93451,5/16/2022 0:00
28577,5/17/2022 0:00
45986,5/18/2022 0:00
50870,5/19/2022 0:00
129186,5/20/2022 0:00
86435,5/21/2022 0:00
42437,5/16/2022 0:00
75360,5/17/2022 0:00
84339,5/18/2022 0:00
128931,5/19/2022 0:00
84112,5/20/2022 0:00
6368,5/21/2022 0:00
37146,5/16/2022 0:00
129408,5/17/2022 0:00
38620,5/18/2022 0:00
15527,5/19/2022 0:00
92325,5/20/2022 0:00
82480,5/21/2022 0:00
22643,5/16/2022 0:00
87417,5/17/2022 0:00
85430,5/18/2022 0:00
55076,5/19/2022 0:00
28804,5/20/2022 0:00
90168,5/21/2022 0:00
61806,5/16/2022 0:00
27013,5/17/2022 0:00
13937,5/18/2022 0:00
93266,5/19/2022 0:00
97551,5/20/2022 0:00
204,5/21/2022 0:00
90638,5/16/2022 0:00
91413,5/17/2022 0:00
14286,5/18/2022 0:00
16555,5/19/2022 0:00
51064,5/20/2022 0:00
125716,5/21/2022 0:00
98503,5/16/2022 0:00
45883,5/17/2022 0:00
75504,5/18/2022 0:00
64455,5/19/2022 0:00
83682,5/20/2022 0:00
75219,5/21/2022 0:00
88406,5/16/2022 0:00
46335,5/17/2022 0:00
72118,5/18/2022 0:00
37052,5/19/2022 0:00
26042,5/20/2022 0:00
127744,5/21/2022 0:00
125007,5/16/2022 0:00
115527,5/17/2022 0:00
88665,5/18/2022 0:00
45017,5/19/2022 0:00
8684,5/20/2022 0:00
16282,5/21/2022 0:00
82036,5/16/2022 0:00
103964,5/17/2022 0:00
129343,5/18/2022 0:00
15330,5/19/2022 0:00
41389,5/20/2022 0:00
75651,5/21/2022 0:00
25708,5/16/2022 0:00
64580,5/17/2022 0:00
6955,5/18/2022 0:00
15665,5/19/2022 0:00
107973,5/20/2022 0:00
118247,5/21/2022 0:00
121500,5/16/2022 0:00
77236,5/17/2022 0:00
79283,5/18/2022 0:00
93361,5/19/2022 0:00
